time,value,n
2013-09-18,0,12
2013-09-19,0,12
2013-09-20,14.583333333333334,12
2013-09-21,0,12
2013-09-22,0,12
2013-09-23,0,12
2013-09-24,0,12
2013-09-25,0,12
2013-09-26,15.923076923076923,13
2013-09-27,0,13
2013-09-28,7.615384615384615,13
2013-09-29,0,13
2013-09-30,45.84615384615385,13
2013-10-01,0,12
2013-10-02,0,12
2013-10-03,0,12
2013-10-04,0,12
2013-10-05,21.25,12
2013-10-06,34,12
2013-10-07,0,12
2013-10-08,0,12
2013-10-09,0,12
2013-10-10,0,12
2013-10-11,0,13
2013-10-12,0,13
2013-10-13,0,13
2013-10-14,0,13
2013-10-15,0,12
2013-10-16,0,12
2013-10-17,0,12
2013-10-18,0,12
2013-10-19,0,12
2013-10-20,0,12
2013-10-21,18.916666666666668,12
2013-10-22,0,12
2013-10-23,0,12
2013-10-24,45.583333333333336,12
2013-10-25,0,12
2013-10-26,0,13
2013-10-27,23.076923076923077,13
2013-10-28,0,13
2013-10-29,3.8461538461538463,13
2013-10-30,0,12
2013-10-31,42.25,12
2013-11-01,0,12
2013-11-02,0,12
2013-11-03,7.833333333333333,12
2013-11-04,11.833333333333334,12
2013-11-05,22.083333333333332,12
2013-11-06,0,12
2013-11-07,14.083333333333334,12
2013-11-08,0,12
2013-11-09,0,12
2013-11-10,0,13
2013-11-11,0,13
2013-11-12,37.76923076923077,13
2013-11-13,0,13
2013-11-14,10.153846153846152,13
2013-11-15,22.333333333333332,12
2013-11-16,0,12
2013-11-17,0,12
2013-11-18,0,12
2013-11-19,0,12
2013-11-20,0,12
2013-11-21,0,12
2013-11-22,0,12
2013-11-23,0,12
2013-11-24,0,12
2013-11-25,0,13
2013-11-26,0,13
2013-11-27,0,13
2013-11-28,0,13
2013-11-29,0,13
2013-11-30,19.083333333333332,12
2013-12-01,0,12
2013-12-02,0,12
2013-12-03,0,12
2013-12-04,0,12
2013-12-05,0,12
2013-12-06,11.666666666666666,12
2013-12-07,0,12
2013-12-08,0,12
2013-12-09,0,12
2013-12-10,17.384615384615383,13
2013-12-11,0,13
2013-12-12,0,13
2013-12-13,0,13
2013-12-14,0,12
2013-12-15,14.083333333333334,12
2013-12-16,0,12
2013-12-17,8.25,12
2013-12-18,0,12
2013-12-19,0,12
2013-12-20,0,12
2013-12-21,30.583333333333332,12
2013-12-22,0,12
2013-12-23,0,12
2013-12-24,0,12
2013-12-25,0,13
2013-12-26,25.23076923076923,13
2013-12-27,0,13
2013-12-28,0,13
2013-12-29,28.75,12
2013-12-30,36.666666666666664,12
2013-12-31,0,12
2014-01-01,0,12
2014-01-02,0,12
2014-01-03,0,12
2014-01-04,0,12
2014-01-05,16.25,12
2014-01-06,0,12
2014-01-07,19.916666666666668,12
2014-01-08,15.333333333333334,12
2014-01-09,0,13
2014-01-10,0,13
2014-01-11,0,13
2014-01-12,0,13
2014-01-13,12.923076923076923,13
2014-01-14,0,12
2014-01-15,0,12
2014-01-16,0,12
2014-01-17,10.833333333333334,12
2014-01-18,49.416666666666664,12
2014-01-19,0,12
2014-01-20,0,12
2014-01-21,12.666666666666666,12
2014-01-22,0,12
2014-01-23,16.25,12
2014-01-24,0,13
2014-01-25,0,13
2014-01-26,22,13
2014-01-27,0,13
2014-01-28,0,13
2014-01-29,16,12
2014-01-30,0,12
2014-01-31,0,12
2014-02-01,0,12
2014-02-02,0,12
2014-02-03,0,12
2014-02-04,24.083333333333332,12
2014-02-05,0,12
2014-02-06,0,12
2014-02-07,0,12
2014-02-08,0,13
2014-02-09,0,13
2014-02-10,0,13
2014-02-11,12.461538461538462,13
2014-02-12,0,13
2014-02-13,0,12
2014-02-14,0,12
2014-02-15,0,12
2014-02-16,0,12
2014-02-17,37,12
2014-02-18,0,12
2014-02-19,5.333333333333333,12
2014-02-20,43.333333333333336,12
2014-02-21,0,12
2014-02-22,0,12
2014-02-23,0,13
2014-02-24,24.307692307692307,13
2014-02-25,35.38461538461539,13
2014-02-26,24.76923076923077,13
2014-02-27,0,13
2014-02-28,0,12
2014-03-01,0,12
2014-03-02,0,12
2014-03-03,0,12
2014-03-04,0,12
2014-03-05,0,12
2014-03-06,0,12
2014-03-07,0,12
2014-03-08,0,12
2014-03-09,0,12
2014-03-10,0,13
2014-03-11,0,13
2014-03-12,0,12
2014-03-13,40.416666666666664,12
2014-03-14,0,12
2014-03-15,0,12
2014-03-16,0,12
2014-03-17,37.25,12
2014-03-18,0,12
2014-03-19,0,12
2014-03-20,0,12
2014-03-21,0,12
2014-03-22,13.916666666666666,12
2014-03-23,0,12
2014-03-24,17,12
2014-03-25,0,13
2014-03-26,0,13
2014-03-27,24.583333333333332,12
2014-03-28,19.333333333333332,12
2014-03-29,0,12
2014-03-30,0,12
2014-03-31,0,12
2014-04-01,0,12
2014-04-02,0,12
2014-04-03,39.25,12
2014-04-04,0,12
2014-04-05,18.416666666666668,12
2014-04-06,0,12
2014-04-07,0,12
2014-04-08,0,12
2014-04-09,0,13
2014-04-10,47.76923076923077,13
2014-04-11,0,13
2014-04-12,0,12
2014-04-13,0,12
2014-04-14,0,12
2014-04-15,0,12
2014-04-16,0,12
2014-04-17,0,12
2014-04-18,0,12
2014-04-19,0,12
2014-04-20,0,12
2014-04-21,48.75,12
2014-04-22,0,12
2014-04-23,19.916666666666668,12
2014-04-24,0,13
2014-04-25,0,13
2014-04-26,47.92307692307692,13
2014-04-27,0,12
2014-04-28,15,12
2014-04-29,3.5,12
2014-04-30,33.5,12
2014-05-01,0,12
2014-05-02,0,12
2014-05-03,31.416666666666668,12
2014-05-04,0,12
2014-05-05,15.916666666666666,12
2014-05-06,0,12
2014-05-07,0,12
2014-05-08,0,12
2014-05-09,0,13
2014-05-10,0,13
2014-05-11,0,12
2014-05-12,0,12
2014-05-13,0,12
2014-05-14,0,12
2014-05-15,0,12
2014-05-16,0,12
2014-05-17,0,12
2014-05-18,0,12
2014-05-19,0,12
2014-05-20,0,12
2014-05-21,0,12
2014-05-22,13.5,12
2014-05-23,22.416666666666668,12
2014-05-24,0,13
2014-05-25,0,13
2014-05-26,0,12
2014-05-27,0,12
2014-05-28,0,12
2014-05-29,0,12
2014-05-30,0,12
2014-05-31,0,12
2014-06-01,0,12
2014-06-02,0,12
2014-06-03,22.916666666666668,12
2014-06-04,0,12
2014-06-05,0,12
2014-06-06,27.25,12
2014-06-07,0,12
2014-06-08,0,13
2014-06-09,39.61538461538461,13
2014-06-10,0,13
2014-06-11,0,12
2014-06-12,0,12
2014-06-13,0,12
2014-06-14,0,12
2014-06-15,0,12
2014-06-16,0,12
2014-06-17,38.666666666666664,12
2014-06-18,0,12
2014-06-19,0,12
2014-06-20,0,12
2014-06-21,56.583333333333336,12
2014-06-22,0,12
2014-06-23,0,13
2014-06-24,0,13
2014-06-25,0,13
2014-06-26,0,12
2014-06-27,0,12
2014-06-28,26.5,12
2014-06-29,28.083333333333332,12
2014-06-30,0,12
2014-07-01,0,12
2014-07-02,0,12
2014-07-03,8.5,12
2014-07-04,0,12
2014-07-05,0,12
2014-07-06,0,12
2014-07-07,0,12
2014-07-08,0,13
2014-07-09,0,13
2014-07-10,0,12
2014-07-11,0,12
2014-07-12,0,12
2014-07-13,0,12
2014-07-14,0,12
2014-07-15,0,12
2014-07-16,20.166666666666668,12
2014-07-17,0,12
2014-07-18,0,12
2014-07-19,0,12
2014-07-20,0,12
2014-07-21,0,12
2014-07-22,0,12
2014-07-23,0,13
2014-07-24,0,13
2014-07-25,0,12
2014-07-26,0,12
2014-07-27,17.916666666666668,12
2014-07-28,0,12
2014-07-29,19.666666666666668,12
2014-07-30,0,12
2014-07-31,0,12
2014-08-01,0,12
2014-08-02,0,12
2014-08-03,0,12
2014-08-04,48.416666666666664,12
2014-08-05,0,12
2014-08-06,0,12
2014-08-07,0,13
2014-08-08,0,13
2014-08-09,0,12
2014-08-10,0,12
2014-08-11,0,12
2014-08-12,12.75,12
2014-08-13,0,12
2014-08-14,0,12
2014-08-15,0,12
2014-08-16,25.416666666666668,12
2014-08-17,0,12
2014-08-18,0,12
2014-08-19,0,12
2014-08-20,0,12
2014-08-21,0,12
2014-08-22,0,13
2014-08-23,0,13
2014-08-24,0,12
2014-08-25,0,12
2014-08-26,0,12
2014-08-27,0,12
2014-08-28,0,12
2014-08-29,39.833333333333336,12
2014-08-30,38,12
2014-08-31,0,12
2014-09-01,0,12
2014-09-02,18.833333333333332,12
2014-09-03,0,12
2014-09-04,0,12
2014-09-05,0,12
2014-09-06,0,13
2014-09-07,0,13
2014-09-08,0,13
2014-09-09,0,13
2014-09-10,22.384615384615383,13
2014-09-11,0,12
2014-09-12,24.916666666666668,12
2014-09-13,0,12
2014-09-14,25.25,12
2014-09-15,4.333333333333333,12
2014-09-16,0,12
2014-09-17,0,12
2014-09-18,0,12
2014-09-19,0,12
2014-09-20,0,12
2014-09-21,22.153846153846153,13
2014-09-22,39.69230769230769,13
2014-09-23,0,13
2014-09-24,0,13
2014-09-25,0,13
2014-09-26,40.25,12
2014-09-27,0,12
2014-09-28,0,12
2014-09-29,0,12
2014-09-30,0,12
2014-10-01,0,12
2014-10-02,0,12
2014-10-03,0,12
2014-10-04,30,12
2014-10-05,0,12
2014-10-06,14.692307692307692,13
2014-10-07,0,13
2014-10-08,0,13
2014-10-09,0,13
2014-10-10,24.166666666666668,12
2014-10-11,0,12
2014-10-12,0,12
2014-10-13,0,12
2014-10-14,0,12
2014-10-15,16.166666666666668,12
2014-10-16,34.5,12
2014-10-17,19.083333333333332,12
2014-10-18,0,12
2014-10-19,15.333333333333334,12
2014-10-20,19,12
2014-10-21,0,13
2014-10-22,0,13
2014-10-23,47.07692307692308,13
2014-10-24,0,13
2014-10-25,0,12
2014-10-26,0,12
2014-10-27,0,12
2014-10-28,0,12
2014-10-29,0,12
2014-10-30,0,12
2014-10-31,0,12
2014-11-01,0,12
2014-11-02,39.333333333333336,12
2014-11-03,0,12
2014-11-04,0,12
2014-11-05,0,13
2014-11-06,31.153846153846153,13
2014-11-07,0,13
2014-11-08,0,13
2014-11-09,0,13
2014-11-10,0,12
2014-11-11,0,12
2014-11-12,22.5,12
2014-11-13,0,12
2014-11-14,0,12
2014-11-15,0,12
2014-11-16,0,12
2014-11-17,0,12
2014-11-18,19.333333333333332,12
2014-11-19,0,12
2014-11-20,0,13
2014-11-21,21.53846153846154,13
2014-11-22,25.384615384615383,13
2014-11-23,0,13
2014-11-24,0,13
2014-11-25,0,12
2014-11-26,20,12
2014-11-27,0,12
2014-11-28,0,12
2014-11-29,0,12
2014-11-30,0,12
2014-12-01,0,12
2014-12-02,0,12
2014-12-03,0,12
2014-12-04,0,12
2014-12-05,0,13
2014-12-06,0,13
2014-12-07,0,13
2014-12-08,23.923076923076923,13
2014-12-09,0,12
2014-12-10,0,12
2014-12-11,13.166666666666666,12
2014-12-12,0,12
2014-12-13,18.583333333333332,12
2014-12-14,0,12
2014-12-15,28.75,12
2014-12-16,0,12
2014-12-17,0,12
2014-12-18,0,12
2014-12-19,0,12
2014-12-20,0,13
2014-12-21,0,13
2014-12-22,0,13
2014-12-23,28.846153846153847,13
2014-12-24,0,12
2014-12-25,0,12
2014-12-26,0,12
2014-12-27,0,12
2014-12-28,0,12
2014-12-29,0,12
2014-12-30,0,12
2014-12-31,0,12
2015-01-01,0,12
2015-01-02,23,12
2015-01-03,0,12
2015-01-04,0,13
2015-01-05,0,13
2015-01-06,14.846153846153848,13
2015-01-07,2.8461538461538463,13
2015-01-08,0,13
2015-01-09,16.083333333333332,12
2015-01-10,30.416666666666668,12
2015-01-11,32.083333333333336,12
2015-01-12,0,12
2015-01-13,0,12
2015-01-14,0,12
2015-01-15,13.166666666666666,12
2015-01-16,0,12
2015-01-17,0,12
2015-01-18,0,12
2015-01-19,0,13
2015-01-20,25.615384615384617,13
2015-01-21,24.615384615384617,13
2015-01-22,0,13
2015-01-23,0,13
2015-01-24,0,12
2015-01-25,0,12
2015-01-26,15,12
2015-01-27,9.083333333333334,12
2015-01-28,0,12
2015-01-29,14,12
2015-01-30,25.583333333333332,12
2015-01-31,0,12
2015-02-01,8.166666666666666,12
2015-02-02,0,12
2015-02-03,24.692307692307693,13
2015-02-04,0,13
2015-02-05,21,13
2015-02-06,20.692307692307693,13
2015-02-07,0,13
2015-02-08,0,12
2015-02-09,0,12
2015-02-10,0,12
2015-02-11,0,12
2015-02-12,0,12
2015-02-13,0,12
2015-02-14,28.5,12
2015-02-15,51.166666666666664,12
2015-02-16,0,12
2015-02-17,0,12
2015-02-18,9.615384615384617,13
2015-02-19,8.538461538461538,13
2015-02-20,0,13
2015-02-21,20,13
2015-02-22,24.846153846153847,13
2015-02-23,0,12
2015-02-24,0,12
2015-02-25,0,12
2015-02-26,7.166666666666667,12
2015-02-27,0,12
2015-02-28,0,12
2015-03-01,0,12
2015-03-02,10.333333333333334,12
2015-03-03,40,12
2015-03-04,0,12
2015-03-05,20.153846153846153,13
2015-03-06,16.692307692307693,13
2015-03-07,0,12
2015-03-08,0,12
2015-03-09,20.666666666666668,12
2015-03-10,0,12
2015-03-11,0,12
2015-03-12,0,12
2015-03-13,13.666666666666666,12
2015-03-14,0,12
2015-03-15,22.25,12
2015-03-16,0,12
2015-03-17,0,12
2015-03-18,0,12
2015-03-19,26.916666666666668,12
2015-03-20,0,13
2015-03-21,0,13
2015-03-22,57,12
2015-03-23,0,12
2015-03-24,0,12
2015-03-25,0,12
2015-03-26,0,12
2015-03-27,0,12
2015-03-28,0,12
2015-03-29,0,12
2015-03-30,0,12
2015-03-31,0,12
2015-04-01,9.083333333333334,12
2015-04-02,16.75,12
2015-04-03,19.583333333333332,12
2015-04-04,0,13
2015-04-05,39.53846153846154,13
2015-04-06,0,13
2015-04-07,0,12
2015-04-08,0,12
2015-04-09,24.333333333333332,12
2015-04-10,0,12
2015-04-11,0,12
2015-04-12,0,12
2015-04-13,0,12
2015-04-14,0,12
2015-04-15,0,12
2015-04-16,0,12
2015-04-17,0,12
2015-04-18,0,12
2015-04-19,27.076923076923077,13
2015-04-20,0,13
2015-04-21,0,13
2015-04-22,0,12
2015-04-23,0,12
2015-04-24,0,12
2015-04-25,0,12
2015-04-26,0,12
2015-04-27,0,12
2015-04-28,0,12
2015-04-29,38.416666666666664,12
2015-04-30,0,12
2015-05-01,0,12
2015-05-02,0,12
2015-05-03,26.833333333333332,12
2015-05-04,0,13
2015-05-05,0,13
2015-05-06,0,12
2015-05-07,0,12
2015-05-08,0,12
2015-05-09,0,12
2015-05-10,43.833333333333336,12
2015-05-11,0,12
2015-05-12,0,12
2015-05-13,0,12
2015-05-14,22.75,12
2015-05-15,0,12
2015-05-16,0,12
2015-05-17,6.666666666666667,12
2015-05-18,17.5,12
2015-05-19,0,13
2015-05-20,0,13
2015-05-21,0,12
2015-05-22,0,12
2015-05-23,0,12
2015-05-24,14.75,12
2015-05-25,4,12
2015-05-26,0,12
2015-05-27,0,12
2015-05-28,0,12
2015-05-29,20.416666666666668,12
2015-05-30,0,12
2015-05-31,23.583333333333332,12
2015-06-01,0,12
2015-06-02,0,12
2015-06-03,0,13
2015-06-04,0,13
2015-06-05,0,13
2015-06-06,0,12
2015-06-07,0,12
2015-06-08,36.916666666666664,12
2015-06-09,0,12
2015-06-10,0,12
2015-06-11,0,12
2015-06-12,0,12
2015-06-13,0,12
2015-06-14,0,12
2015-06-15,0,12
2015-06-16,0,12
2015-06-17,0,12
2015-06-18,26.76923076923077,13
2015-06-19,0,13
2015-06-20,0,13
2015-06-21,0,12
2015-06-22,0,12
2015-06-23,0,12
2015-06-24,0,12
2015-06-25,0,12
2015-06-26,0,12
2015-06-27,0,12
2015-06-28,0,12
2015-06-29,0,12
2015-06-30,17.333333333333332,12
2015-07-01,0,12
2015-07-02,0,12
2015-07-03,0,13
2015-07-04,37.92307692307692,13
2015-07-05,0,12
2015-07-06,0,12
2015-07-07,0,12
2015-07-08,0,12
2015-07-09,0,12
2015-07-10,0,12
2015-07-11,0,12
2015-07-12,20.583333333333332,12
2015-07-13,30.75,12
2015-07-14,29,12
2015-07-15,0,12
2015-07-16,0,12
2015-07-17,0,12
2015-07-18,0,13
2015-07-19,0,13
2015-07-20,0,12
2015-07-21,0,12
2015-07-22,30.083333333333332,12
2015-07-23,0,12
2015-07-24,0,12
2015-07-25,26.083333333333332,12
2015-07-26,0,12
2015-07-27,0,12
2015-07-28,23.333333333333332,12
2015-07-29,15.75,12
2015-07-30,0,12
2015-07-31,39.25,12
2015-08-01,0,12
2015-08-02,0,13
2015-08-03,42.23076923076923,13
2015-08-04,0,12
2015-08-05,0,12
2015-08-06,0,12
2015-08-07,0,12
2015-08-08,0,12
2015-08-09,47.416666666666664,12
2015-08-10,30.166666666666668,12
2015-08-11,16.5,12
2015-08-12,17.083333333333332,12
2015-08-13,0,12
2015-08-14,21.666666666666668,12
2015-08-15,0,12
2015-08-16,0,12
2015-08-17,0,13
2015-08-18,0,13
2015-08-19,27.666666666666668,12
2015-08-20,15.916666666666666,12
2015-08-21,0,12
2015-08-22,0,12
2015-08-23,0,12
2015-08-24,25,12
2015-08-25,0,12
2015-08-26,0,12
2015-08-27,0,12
2015-08-28,0,12
2015-08-29,7.833333333333333,12
2015-08-30,20.416666666666668,12
2015-08-31,0,12
2015-09-01,0,13
2015-09-02,21.384615384615383,13
2015-09-03,0,13
2015-09-04,0,13
2015-09-05,0,13
2015-09-06,0,12
2015-09-07,35.75,12
2015-09-08,0,12
2015-09-09,0,12
2015-09-10,21,12
2015-09-11,0,12
2015-09-12,0,12
2015-09-13,0,12
2015-09-14,17.25,12
2015-09-15,0,12
2015-09-16,0,13
2015-09-17,0,13
2015-09-18,0,13
2015-09-19,5,13
2015-09-20,0,13
2015-09-21,13.833333333333334,12
2015-09-22,0,12
2015-09-23,17.833333333333332,12
2015-09-24,0,12
2015-09-25,0,12
2015-09-26,0,12
2015-09-27,0,12
2015-09-28,6.833333333333333,12
2015-09-29,0,12
2015-09-30,0,12
2015-10-01,22.076923076923077,13
2015-10-02,0,13
2015-10-03,0,13
2015-10-04,0,13
2015-10-05,9.666666666666666,12
2015-10-06,0,12
2015-10-07,0,12
2015-10-08,0,12
2015-10-09,0,12
2015-10-10,0,12
2015-10-11,0,12
2015-10-12,38.666666666666664,12
2015-10-13,16.5,12
2015-10-14,0,12
2015-10-15,23.666666666666668,12
2015-10-16,13.923076923076923,13
2015-10-17,20.384615384615383,13
2015-10-18,0,13
2015-10-19,18.384615384615383,13
2015-10-20,0,12
2015-10-21,0,12
2015-10-22,0,12
2015-10-23,23.166666666666668,12
2015-10-24,0,12
2015-10-25,0,12
2015-10-26,0,12
2015-10-27,0,12
2015-10-28,0,12
2015-10-29,0,12
2015-10-30,0,12
2015-10-31,0,13
2015-11-01,0,13
2015-11-02,17.846153846153847,13
2015-11-03,0,13
2015-11-04,0,13
2015-11-05,0,12
2015-11-06,0,12
2015-11-07,51.166666666666664,12
2015-11-08,0,12
2015-11-09,0,12
2015-11-10,0,12
2015-11-11,0,12
2015-11-12,0,12
2015-11-13,16.583333333333332,12
2015-11-14,0,12
2015-11-15,0,13
2015-11-16,0,13
2015-11-17,0,13
2015-11-18,0,13
2015-11-19,9.76923076923077,13
2015-11-20,0,12
2015-11-21,0,12
2015-11-22,0,12
2015-11-23,0,12
2015-11-24,0,12
2015-11-25,0,12
2015-11-26,0,12
2015-11-27,8.166666666666666,12
2015-11-28,0,12
2015-11-29,0,12
2015-11-30,0,13
2015-12-01,0,13
2015-12-02,0,13
2015-12-03,28.384615384615383,13
2015-12-04,0,12
2015-12-05,0,12
2015-12-06,43.5,12
2015-12-07,6.583333333333333,12
2015-12-08,0,12
2015-12-09,0,12
2015-12-10,0,12
2015-12-11,0,12
2015-12-12,0,12
2015-12-13,0,12
2015-12-14,0,12
2015-12-15,0,13
2015-12-16,28.076923076923077,13
2015-12-17,0,13
2015-12-18,0,13
2015-12-19,0,12
2015-12-20,0,12
2015-12-21,0,12
2015-12-22,0,12
2015-12-23,21.25,12
2015-12-24,0,12
2015-12-25,17.666666666666668,12
2015-12-26,0,12
2015-12-27,29.5,12
2015-12-28,16.583333333333332,12
2015-12-29,0,12
2015-12-30,0,13
2015-12-31,0,13
2016-01-01,0,13
2016-01-02,0,13
2016-01-03,15.153846153846152,13
2016-01-04,0,12
2016-01-05,0,12
2016-01-06,13.333333333333334,12
2016-01-07,7.916666666666667,12
2016-01-08,26.583333333333332,12
2016-01-09,0,12
2016-01-10,0,12
2016-01-11,9.166666666666666,12
2016-01-12,0,12
2016-01-13,37.166666666666664,12
2016-01-14,13.692307692307692,13
2016-01-15,0,13
2016-01-16,0,13
2016-01-17,0,13
2016-01-18,19.46153846153846,13
2016-01-19,0,12
2016-01-20,7.583333333333333,12
2016-01-21,0,12
2016-01-22,0,12
2016-01-23,29.166666666666668,12
2016-01-24,0,12
2016-01-25,0,12
2016-01-26,0,12
2016-01-27,0,12
2016-01-28,0,12
2016-01-29,0,13
2016-01-30,0,13
2016-01-31,0,13
2016-02-01,0,13
2016-02-02,0,13
2016-02-03,0,12
2016-02-04,0,12
2016-02-05,0,12
2016-02-06,0,12
2016-02-07,27.666666666666668,12
2016-02-08,0,12
2016-02-09,0,12
2016-02-10,10,12
2016-02-11,0,12
2016-02-12,16.75,12
2016-02-13,0,13
2016-02-14,20.384615384615383,13
2016-02-15,21.307692307692307,13
2016-02-16,0,13
2016-02-17,11.076923076923077,13
2016-02-18,15.666666666666666,12
2016-02-19,48.416666666666664,12
2016-02-20,0,12
2016-02-21,0,12
2016-02-22,0,12
2016-02-23,0,12
2016-02-24,3.5833333333333335,12
2016-02-25,12.833333333333334,12
2016-02-26,46.583333333333336,12
2016-02-27,26.5,12
2016-02-28,24.307692307692307,13
2016-02-29,31.692307692307693,13
2016-03-01,0,13
2016-03-02,9.166666666666666,12
2016-03-03,0,12
2016-03-04,0,12
2016-03-05,0,12
2016-03-06,0,12
2016-03-07,19.833333333333332,12
2016-03-08,17.916666666666668,12
2016-03-09,0,12
2016-03-10,0,12
2016-03-11,0,12
2016-03-12,0,12
2016-03-13,11.5,12
2016-03-14,15.615384615384617,13
2016-03-15,0,13
2016-03-16,0,13
2016-03-17,23.166666666666668,12
2016-03-18,0,12
2016-03-19,33.166666666666664,12
2016-03-20,32.833333333333336,12
2016-03-21,0,12
2016-03-22,16.583333333333332,12
2016-03-23,0,12
2016-03-24,0,12
2016-03-25,0,12
2016-03-26,0,12
2016-03-27,19.416666666666668,12
2016-03-28,0,12
2016-03-29,0,13
2016-03-30,0,13
2016-03-31,0,13
2016-04-01,0,13
2016-04-02,0,12
2016-04-03,37.833333333333336,12
2016-04-04,43.333333333333336,12
2016-04-05,16.75,12
2016-04-06,10.333333333333334,12
2016-04-07,19.166666666666668,12
2016-04-08,0,12
2016-04-09,0,12
2016-04-10,23.416666666666668,12
2016-04-11,0,12
2016-04-12,31,12
2016-04-13,0,13
2016-04-14,23.923076923076923,13
2016-04-15,0,13
2016-04-16,0,13
2016-04-17,4,12
2016-04-18,0,12
2016-04-19,17.333333333333332,12
2016-04-20,0,12
2016-04-21,28.75,12
2016-04-22,0,12
2016-04-23,0,12
2016-04-24,0,12
2016-04-25,6.5,12
2016-04-26,0,12
2016-04-27,0,12
2016-04-28,42.76923076923077,13
2016-04-29,0,13
2016-04-30,0,13
2016-05-01,0,13
2016-05-02,27.416666666666668,12
2016-05-03,32.75,12
2016-05-04,36.5,12
2016-05-05,22.666666666666668,12
2016-05-06,0,12
2016-05-07,0,12
2016-05-08,0,12
2016-05-09,11.333333333333334,12
2016-05-10,0,12
2016-05-11,0,12
2016-05-12,12.333333333333334,12
2016-05-13,26.46153846153846,13
2016-05-14,0,13
2016-05-15,0,13
2016-05-16,72.16666666666667,12
2016-05-17,13,12
2016-05-18,0,12
2016-05-19,25.25,12
2016-05-20,14.583333333333334,12
2016-05-21,0,12
2016-05-22,0,12
2016-05-23,16.083333333333332,12
2016-05-24,18.25,12
2016-05-25,15.166666666666666,12
2016-05-26,0,12
2016-05-27,0,12
2016-05-28,23.384615384615383,13
2016-05-29,15.692307692307692,13
2016-05-30,6.384615384615385,13
2016-05-31,0,12
2016-06-01,0,12
2016-06-02,0,12
2016-06-03,0,12
2016-06-04,0,12
2016-06-05,0,12
2016-06-06,0,12
2016-06-07,13.333333333333334,12
2016-06-08,0,12
2016-06-09,18.583333333333332,12
2016-06-10,0,12
2016-06-11,0,12
2016-06-12,24.615384615384617,13
2016-06-13,0,13
2016-06-14,14.461538461538462,13
2016-06-15,40.76923076923077,13
2016-06-16,0,12
2016-06-17,35.166666666666664,12
2016-06-18,0,12
2016-06-19,0,12
2016-06-20,0,12
2016-06-21,27.5,12
2016-06-22,28.333333333333332,12
2016-06-23,0,12
2016-06-24,0,12
2016-06-25,0,12
2016-06-26,0,12
2016-06-27,0,13
2016-06-28,0,13
2016-06-29,14.307692307692308,13
2016-06-30,0,13
2016-07-01,19.666666666666668,12
2016-07-02,0,12
2016-07-03,30.083333333333332,12
2016-07-04,0,12
2016-07-05,0,12
2016-07-06,28.416666666666668,12
2016-07-07,0,12
2016-07-08,24.25,12
2016-07-09,13.166666666666666,12
2016-07-10,0,12
2016-07-11,0,12
2016-07-12,9.461538461538462,13
2016-07-13,24.076923076923077,13
2016-07-14,0,13
2016-07-15,0,12
2016-07-16,0,12
2016-07-17,0,12
2016-07-18,0,12
2016-07-19,0,12
2016-07-20,0,12
2016-07-21,0,12
2016-07-22,0,12
2016-07-23,0,12
2016-07-24,27.583333333333332,12
2016-07-25,6,12
2016-07-26,0,12
2016-07-27,0,13
2016-07-28,21.53846153846154,13
2016-07-29,0,13
2016-07-30,0,12
2016-07-31,44.583333333333336,12
2016-08-01,0,12
2016-08-02,0,12
2016-08-03,0,12
2016-08-04,22.75,12
2016-08-05,0,12
2016-08-06,22.583333333333332,12
2016-08-07,61.583333333333336,12
2016-08-08,0,12
2016-08-09,18.833333333333332,12
2016-08-10,0,12
2016-08-11,11.615384615384617,13
2016-08-12,18.153846153846153,13
2016-08-13,0,13
2016-08-14,16.916666666666668,12
2016-08-15,25.666666666666668,12
2016-08-16,17.916666666666668,12
2016-08-17,17.333333333333332,12
2016-08-18,0,12
2016-08-19,0,12
2016-08-20,28.5,12
2016-08-21,0,12
2016-08-22,10.416666666666666,12
2016-08-23,0,12
2016-08-24,0,12
2016-08-25,0,12
2016-08-26,0,13
2016-08-27,0,13
2016-08-28,0,13
2016-08-29,0,12
2016-08-30,0,12
2016-08-31,0,12
2016-09-01,0,12
2016-09-02,16.833333333333332,12
2016-09-03,0,12
2016-09-04,0,12
2016-09-05,0,12
2016-09-06,28.166666666666668,12
2016-09-07,0,12
2016-09-08,0,12
2016-09-09,14.166666666666666,12
2016-09-10,21.23076923076923,13
2016-09-11,0,13
2016-09-12,0,13
2016-09-13,0,13
2016-09-14,2.8461538461538463,13
2016-09-15,0,12
2016-09-16,0,12
2016-09-17,33.5,12
2016-09-18,0,12
2016-09-19,0,12
2016-09-20,23.833333333333332,12
2016-09-21,17.833333333333332,12
2016-09-22,0,12
2016-09-23,3.5,12
2016-09-24,0,12
2016-09-25,0,13
2016-09-26,14.692307692307692,13
2016-09-27,0,13
2016-09-28,0,13
2016-09-29,0,13
2016-09-30,0,12
2016-10-01,0,12
2016-10-02,13.333333333333334,12
2016-10-03,0,12
2016-10-04,0,12
2016-10-05,0,12
2016-10-06,0,12
2016-10-07,0,12
2016-10-08,34.333333333333336,12
2016-10-09,0,12
2016-10-10,0,13
2016-10-11,0,13
2016-10-12,23,13
2016-10-13,17.846153846153847,13
2016-10-14,18.583333333333332,12
2016-10-15,0,12
2016-10-16,0,12
2016-10-17,0,12
2016-10-18,0,12
2016-10-19,0,12
2016-10-20,0,12
2016-10-21,0,12
